================================================================================
R STATISTICAL ANALYSIS SESSION LOG - ENHANCED DEBUGGING MODE
[2025-06-07 14:43:59] [R_WARNING] Cannot compute exact p-value with ties
[2025-06-07 14:43:59] [R_WARNING] Cannot compute exact p-value with ties
[2025-06-07 14:43:59] [R_WARNING] Cannot compute exact p-value with ties
[2025-06-07 14:43:59] [R_WARNING] Cannot compute exact p-value with ties
[2025-06-07 14:44:02] [R_WARNING] Using `size` aesthetic for lines was deprecated in ggplot2 3.4.0.
ℹ Please use `linewidth` instead.
[2025-06-07 14:44:02] [R_WARNING] Using `size` aesthetic for lines was deprecated in ggplot2 3.4.0.
ℹ Please use `linewidth` instead.
[2025-06-07 14:44:02] [INFO] STEP: CORRELATION ANALYSIS COMPLETED - Correlation analysis successfully completed
[2025-06-07 14:44:02] [INFO] STEP: CSV EXPORT - Starting CSV export of analysis results
[2025-06-07 14:44:03] [INFO] STEP: CSV EXPORT COMPLETED - Exported 4 CSV files to output/tables/
[2025-06-07 14:44:03] [INFO] STEP: HTML REPORT GENERATION - Starting HTML report generation
[2025-06-07 14:44:03] [INFO] STEP: HTML REPORT COMPLETED - Report saved to: correlation_analysis_report_20250607_144403.html

================================================================================
ENHANCED SESSION SUMMARY WITH DEBUGGING INFORMATION
================================================================================
Session duration: 0.1 minutes
Total analysis steps: 8
Total custom warnings: 0
Total custom errors: 0
Total R warnings captured: 356
Total console output entries: 0
Session ended: 2025-06-07 14:44:03.501187

ANALYSIS STEPS COMPLETED:
  1. DATA LOADING (14:43:57)
  2. DATA PREPARATION COMPLETED (14:43:58)
  3. CORRELATION ANALYSIS (14:43:58)
  4. CORRELATION ANALYSIS COMPLETED (14:44:02)
  5. CSV EXPORT (14:44:02)
  6. CSV EXPORT COMPLETED (14:44:03)
  7. HTML REPORT GENERATION (14:44:03)
  8. HTML REPORT COMPLETED (14:44:03)

R WARNINGS ENCOUNTERED (DEBUGGING INFO):
  298x: Cannot compute exact p-value with ties
  56x: ties should not be present for the one-sample Kolmogorov-Smirnov test
  2x: Using `size` aesthetic for lines was deprecated in ggplot2 3.4.0.
ℹ Please use `linewidth` instead.

DEBUGGING RECOMMENDATIONS:
  ⚠ High number of R warnings - investigate data quality

================================================================================
